Masters,1970-605,RR,2140,965,00.00.0000-00.00.0000,ATP,1970,Gruppenphase,26026,82474
Masters,1970-605,F,2140,965,00.00.0000-00.00.0000,ATP,1970,Finale,26026,82475
Masters,1971-605,RR,2141,965,00.00.0000-00.00.0000,ATP,1971,Gruppenphase,26027,82476
Masters,1971-605,F,2141,965,00.00.0000-00.00.0000,ATP,1971,Finale,26027,82477
Masters,1972-605,RR,2142,965,00.00.0000-00.00.0000,ATP,1972,Gruppenphase,26028,82478
Masters,1972-605,SF,2142,965,00.00.0000-00.00.0000,ATP,1972,Halbfinale,26028,82479
Masters,1972-605,F,2142,965,00.00.0000-00.00.0000,ATP,1972,Finale,26028,82480
Masters,1973-605,RR,2143,965,00.00.0000-00.00.0000,ATP,1973,Gruppenphase,26029,82481
Masters,1973-605,SF,2143,965,00.00.0000-00.00.0000,ATP,1973,Halbfinale,26029,82482
Masters,1973-605,F,2143,965,00.00.0000-00.00.0000,ATP,1973,Finale,26029,82483
Masters,1974-605,RR,2144,965,00.00.0000-00.00.0000,ATP,1974,Gruppenphase,26030,82484
Masters,1974-605,SF,2144,965,00.00.0000-00.00.0000,ATP,1974,Halbfinale,26030,82485
Masters,1974-605,F,2144,965,00.00.0000-00.00.0000,ATP,1974,Finale,26030,82486
Masters,1975-605,RR,2145,965,00.00.0000-00.00.0000,ATP,1975,Gruppenphase,26031,82487
Masters,1975-605,SF,2145,965,00.00.0000-00.00.0000,ATP,1975,Halbfinale,26031,82488
Masters,1975-605,F,2145,965,00.00.0000-00.00.0000,ATP,1975,Finale,26031,82489
Masters,1976-605,RR,2146,965,00.00.0000-00.00.0000,ATP,1976,Gruppenphase,26032,82490
Masters,1976-605,SF,2146,965,00.00.0000-00.00.0000,ATP,1976,Halbfinale,26032,82491
Masters,1976-605,F,2146,965,00.00.0000-00.00.0000,ATP,1976,Finale,26032,82492
Masters,1977-605,RR,2147,965,00.00.0000-00.00.0000,ATP,1977,Gruppenphase,26033,82493
Masters,1977-605,SF,2147,965,00.00.0000-00.00.0000,ATP,1977,Halbfinale,26033,82494
Masters,1977-605,F,2147,965,00.00.0000-00.00.0000,ATP,1977,Finale,26033,82495
Masters,1978-605,RR,2148,965,00.00.0000-00.00.0000,ATP,1978,Gruppenphase,26034,82496
Masters,1978-605,SF,2148,965,00.00.0000-00.00.0000,ATP,1978,Halbfinale,26034,82497
Masters,1978-605,F,2148,965,00.00.0000-00.00.0000,ATP,1978,Finale,26034,82498
Masters,1979-605,RR,2149,965,00.00.0000-00.00.0000,ATP,1979,Gruppenphase,26035,82499
Masters,1979-605,SF,2149,965,00.00.0000-00.00.0000,ATP,1979,Halbfinale,26035,82500
Masters,1979-605,F,2149,965,00.00.0000-00.00.0000,ATP,1979,Finale,26035,82501
Masters,1980-605,RR,2150,965,00.00.0000-00.00.0000,ATP,1980,Gruppenphase,26036,82502
Masters,1980-605,SF,2150,965,00.00.0000-00.00.0000,ATP,1980,Halbfinale,26036,82503
Masters,1980-605,F,2150,965,00.00.0000-00.00.0000,ATP,1980,Finale,26036,82504
